0; 0; 450.0; 0
20; 182.73930170009646; 154.02478337828728; 1
21; 49.02074812857852; 341.509897581883; 1
22; 205.3842752969624; 758.5667281708286; 0
23; 68.7144215892313; 28.890219513633987; 2
24; 120.34943610669868; 59.56974469039251; 2
25; 63.78796321624218; 449.30813354304956; 3
26; 42.861477132618795; 125.66728757295567; 2
27; 224.10414349567736; 385.59044456512174; 3
28; 108.59893311408328; 897.5932001902449; 1
29; 152.85788810293934; 81.8184709564145; 0
30; 258.33087289999975; 137.55718741343495; 1
31; 237.62380930888924; 379.94397011971563; 0
32; 115.43019350235002; 536.2995855250152; 3
33; 158.7343035297411; 873.9705398522564; 0
34; 204.08502307695557; 103.09656868531798; 2
35; 230.5796197972338; 306.1579257279407; 2
36; 130.4295752007315; 408.3513356962858; 2
37; 291.5664296610343; 685.7659791468582; 0
38; 261.1555709510301; 268.6003123037696; 1
39; 45.85178056489044; 686.2597200676362; 0
40; 179.6833753380687; 439.7451372260531; 0
41; 278.72958487938513; 790.8496900408658; 2
42; 71.83569310141765; 216.7844332025098; 0
