0; 0; 0
0; 1; 1901.1146583051689
0; 2; 1565.2612564477572
0; 3; 1714.358389060831
0; 4; 1814.2331620154528
0; 5; 1031.5364716267334
0; 6; 1510.3845453586434
0; 7; 1108.1138110126985
0; 8; 1759.2685461604294
0; 9; 1616.8760404536838
0; 10; 1188.6629626215697
0; 11; 1441.6901906126523
0; 12; 1438.668578873569
0; 13; 1339.2694139827786
0; 14; 1405.5626579031823
0; 15; 1531.6737894317557
0; 16; 1831.7810276097991
0; 17; 1259.7468956980974
0; 18; 1242.1926947364461
0; 19; 1435.2321051240597
0; 20; 1627.6866571671721
0; 21; 1170.101961938822
0; 22; 1641.339669175496
0; 23; 1817.3583513521571
0; 24; 1781.1163222756613
0; 25; 1123.5834304362588
0; 26; 1618.3051721399543
0; 27; 1462.3529048403143
0; 28; 1853.158837834305
0; 29; 1697.3033858805902
0; 30; 1742.8152712678252
0; 31; 1395.4711780640914
0; 32; 1284.2481433333396
0; 33; 1805.4227692734166
0; 34; 1768.9663031511861
0; 35; 1507.5347400000317
0; 36; 1237.8356099949513
0; 37; 1649.9242090461132
0; 38; 1567.9499317872387
0; 39; 1381.3358125359412
0; 40; 1259.9515388681857
0; 41; 1844.610453465069
0; 42; 1388.0568302976023
0; 43; 957.2455277641964
0; 44; 1521.7364904568335
0; 45; 1020.9600226700342
0; 46; 1684.9850833322494
0; 47; 1896.8061333381727
0; 48; 1428.804179535388
0; 49; 1164.7570113874106
0; 50; 1698.7255269385569
0; 51; 1532.494695942934
0; 52; 1274.1385816791706
0; 53; 1706.5718929770696
0; 54; 1469.5041362810348
1; 0; 1901.1146583051689
1; 1; 0
1; 2; 1277.9015610269062
1; 3; 2525.064059886922
1; 4; 995.7903474259886
1; 5; 1864.7279189355559
1; 6; 2176.700188943479
1; 7; 2010.3081444684585
1; 8; 1184.7302529006697
1; 9; 1195.5907703272096
1; 10; 1615.559652689406
1; 11; 2013.1415548633058
1; 12; 1853.7850350727313
1; 13; 1488.3447715605803
1; 14; 2187.7768366802643
1; 15; 2310.567395411713
1; 16; 2452.1801148848017
1; 17; 2020.4025423990997
1; 18; 1559.715454164988
1; 19; 2149.957442716153
1; 20; 1195.6575631449246
1; 21; 1631.0137666396781
1; 22; 2436.363745996169
1; 23; 1146.557694770107
1; 24; 1061.029676339002
1; 25; 1823.1816455623289
1; 26; 1262.394971138812
1; 27; 1661.025071452221
1; 28; 2690.065131886664
1; 29; 1105.932454682804
1; 30; 1197.7709982390038
1; 31; 1684.7122157880383
1; 32; 1970.8776601815182
1; 33; 2668.207489402016
1; 34; 1063.0273636142995
1; 35; 1472.5661968615932
1; 36; 1681.3924876130923
1; 37; 2305.4270986078527
1; 38; 1443.3390502085254
1; 39; 2323.2250501975104
1; 40; 1798.824340529562
1; 41; 2446.4776106660165
1; 42; 1420.6873900230216
1; 43; 1857.8158617024578
1; 44; 1868.156336245078
1; 45; 1798.5499707863642
1; 46; 2473.810159405185
1; 47; 2570.6641409940476
1; 48; 1574.6106270585055
1; 49; 1858.8081689080136
1; 50; 1209.185335885329
1; 51; 1302.4589848946284
1; 52; 2250.302040130874
1; 53; 2503.761065516962
1; 54; 1445.1907542999866
2; 0; 1565.2612564477572
2; 1; 1277.9015610269062
2; 2; 0
2; 3; 2279.306273331111
2; 4; 1183.9341491764842
2; 5; 1558.6596384031438
2; 6; 2050.884560593367
2; 7; 1709.6428875293668
2; 8; 1306.4691214090276
2; 9; 1028.0075933915186
2; 10; 1405.0883521767203
2; 11; 1810.4127915077722
2; 12; 1767.0262708701266
2; 13; 1257.959993444154
2; 14; 1936.4380786619645
2; 15; 2067.39899287806
2; 16; 2354.7941163701944
2; 17; 1857.2842815303807
2; 18; 1355.441355467874
2; 19; 1916.8721977951002
2; 20; 1157.8245763369425
2; 21; 1366.6105432595482
2; 22; 2193.165083349536
2; 23; 1157.6213388057265
2; 24; 1125.935919250422
2; 25; 1643.7373582445205
2; 26; 1025.2123839270591
2; 27; 1596.9814044169705
2; 28; 2477.6160057988345
2; 29; 1081.309218928021
2; 30; 1302.5012812453442
2; 31; 1505.4624706257364
2; 32; 1821.707075618864
2; 33; 2406.456276393258
2; 34; 1229.0782023310335
2; 35; 1442.711162189672
2; 36; 1540.8950026636555
2; 37; 2102.2825231847537
2; 38; 1403.9339686079122
2; 39; 2022.710545060221
2; 40; 1563.261442101817
2; 41; 2356.4234388585346
2; 42; 1082.4297919367204
2; 43; 1530.8911121651333
2; 44; 1765.2564045292952
2; 45; 1540.369040479491
2; 46; 2315.266682526037
2; 47; 2417.004561338499
2; 48; 1508.9528214777274
2; 49; 1590.2721349890771
2; 50; 1035.9336856392513
2; 51; 1194.7510638347203
2; 52; 1932.8397725854256
2; 53; 2342.6209688850486
2; 54; 1201.7127260929483
3; 0; 1714.358389060831
3; 1; 2525.064059886922
3; 2; 2279.306273331111
3; 3; 0
3; 4; 2449.577903936236
3; 5; 1648.5628371890634
3; 6; 1320.5665552938021
3; 7; 1510.109887560645
3; 8; 2315.4564751023936
3; 9; 2305.337651494687
3; 10; 1948.376632704701
3; 11; 1429.2326093013262
3; 12; 1637.5022853244054
3; 13; 2100.3161155538146
3; 14; 1242.91448401359
3; 15; 1114.6001595857301
3; 16; 1112.7258130353243
3; 17; 1483.9927150888338
3; 18; 1978.4583906564044
3; 19; 1275.839775537061
3; 20; 2230.506682514885
3; 21; 1904.9343782374303
3; 22; 988.9166695057044
3; 23; 2535.269270487557
3; 24; 2459.9468041329887
3; 25; 1756.1408153230363
3; 26; 2355.941235226737
3; 27; 1831.807776689554
3; 28; 1199.346652867659
3; 29; 2345.769894887727
3; 30; 2267.400258848836
3; 31; 1748.8628885294288
3; 32; 1557.3513387060289
3; 33; 1067.3629787879304
3; 34; 2363.7317362516487
3; 35; 1959.1361596272156
3; 36; 1766.4591330795547
3; 37; 1193.7828080715644
3; 38; 2007.0310186741021
3; 39; 1291.4996241862057
3; 40; 1627.9294774007276
3; 41; 1117.3646302031204
3; 42; 2101.3498110739583
3; 43; 1712.6050803090252
3; 44; 1603.8292919662495
3; 45; 1751.3616977827705
3; 46; 1245.5301614519565
3; 47; 1116.8298746646183
3; 48; 1852.0034772465401
3; 49; 1589.3165076504438
3; 50; 2412.7153922979155
3; 51; 2124.8962045238827
3; 52; 1421.0226628558225
3; 53; 1233.709674355737
3; 54; 2228.3462918564865
4; 0; 1814.2331620154528
4; 1; 995.7903474259886
4; 2; 1183.9341491764842
4; 3; 2449.577903936236
4; 4; 0
4; 5; 1781.145491756632
4; 6; 2227.75149096801
4; 7; 1927.7395959990138
4; 8; 1247.3576088450545
4; 9; 1232.548891704128
4; 10; 1655.7616564603495
4; 11; 1940.9823167600177
4; 12; 1907.8369864385309
4; 13; 1525.8185379088438
4; 14; 2111.0461465374865
4; 15; 2234.9896707822877
4; 16; 2506.8405119060144
4; 17; 2067.077463832199
4; 18; 1600.352601982551
4; 19; 2075.0770234212814
4; 20; 1183.0899048731949
4; 21; 1608.2436624906827
4; 22; 2361.016474733009
4; 23; 1180.8674176207533
4; 24; 1093.381617595136
4; 25; 1867.4173829319475
4; 26; 1295.3850086451357
4; 27; 1716.1220183245691
4; 28; 2675.3765578548005
4; 29; 1016.9911739006639
4; 30; 1203.745514843029
4; 31; 1613.0128714835205
4; 32; 2018.8654788098056
4; 33; 2591.1332839926217
4; 34; 1122.4259821712594
4; 35; 1529.299628701624
4; 36; 1729.2197452145351
4; 37; 2234.0958876312316
4; 38; 1440.5483093667028
4; 39; 2241.266770502575
4; 40; 1722.2970891346463
4; 41; 2501.9684431422074
4; 42; 1331.2880738909437
4; 43; 1771.8817322221353
4; 44; 1863.1545971116866
4; 45; 1777.0772036490293
4; 46; 2521.7170392450307
4; 47; 2562.3416950149376
4; 48; 1629.0484373191512
4; 49; 1779.1952168040903
4; 50; 1113.58854619022
4; 51; 1289.000100129782
4; 52; 2166.2322819830006
4; 53; 2551.4392939213385
4; 54; 1480.7644124066942
5; 0; 1031.5364716267334
5; 1; 1864.7279189355559
5; 2; 1558.6596384031438
5; 3; 1648.5628371890634
5; 4; 1781.145491756632
5; 5; 0
5; 6; 1427.3306216549718
5; 7; 1051.0425849684368
5; 8; 1697.5984277620598
5; 9; 1597.98943015054
5; 10; 1200.3307228077501
5; 11; 1316.7955999872256
5; 12; 1307.6507975218824
5; 13; 1355.0261929852054
5; 14; 1318.2223610050253
5; 15; 1450.2198585767906
5; 16; 1749.9697624815506
