0; 0; 450.0; 0
43; 25.696035620363634; 437.3914169849524; 0
44; 293.39534810320026; 479.4355525765641; 1
45; 38.517439349928836; 427.7541402888582; 1
46; 79.51698868201773; 785.1897369767316; 3
47; 289.3088718022366; 836.0221437019592; 1
48; 213.88469184573654; 359.0930699976862; 2
49; 131.43002517435121; 465.81825693203155; 0
50; 74.37168409980238; 57.62330669371043; 0
51; 176.49261553717; 207.1032593369193; 1
52; 2.157251695528062; 637.0568518936087; 0
53; 68.68253514334631; 814.8780117055152; 2
54; 21.25720496659603; 214.2041709320957; 3
